package,relative_path,artifact_class,source_class,governance_disposition,size_bytes,size_mb,mtime_utc,sha256,duplicate_count_for_hash,duplicate_group_paths,archive_group,estimated_compression_ratio,estimated_compressed_size_mb,restore_source,approval_required,action_executed
radar_dynamic_pool1_mops_document_extraction_v1_20260704,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/2395_TW_2024_2395_20250529F04.pdf,raw_source,diagnostic_only_evidence,raw_archive_compress_candidate,4504209,4.296,2026-07-04T03:37:16+00:00,0189efb65d19d7bd35b79088026a8e7c292eb913c09c5d99aa2f6a509b0a7b25,1,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/2395_TW_2024_2395_20250529F04.pdf,dynamic_pool1_mops_document_extraction_v1_20260704__raw_source,0.92,3.952,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/2395_TW_2024_2395_20250529F04.pdf,true,false
radar_dynamic_pool1_mops_document_extraction_v1_20260704,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/2449_TW_2024_2449_20250527F04.pdf,raw_source,diagnostic_only_evidence,raw_archive_compress_candidate,1787502,1.705,2026-07-04T03:37:32+00:00,a014a15fd7c3e9a0038c85aef28efc3e75f40d2176e977d20fe4bc532c87dd33,1,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/2449_TW_2024_2449_20250527F04.pdf,dynamic_pool1_mops_document_extraction_v1_20260704__raw_source,0.92,1.568,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/2449_TW_2024_2449_20250527F04.pdf,true,false
radar_dynamic_pool1_mops_document_extraction_v1_20260704,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/3017_TW_2024_3017_20250606F04.pdf,raw_source,diagnostic_only_evidence,raw_archive_compress_candidate,1272278,1.213,2026-07-04T03:37:47+00:00,fa69ee20daa55910af5beffb1f56dcb585f2f9c69ed779929ff73a0af52428ec,1,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/3017_TW_2024_3017_20250606F04.pdf,dynamic_pool1_mops_document_extraction_v1_20260704__raw_source,0.92,1.116,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/3017_TW_2024_3017_20250606F04.pdf,true,false
radar_dynamic_pool1_mops_document_extraction_v1_20260704,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/3044_TW_2024_3044_20250529F04.pdf,raw_source,diagnostic_only_evidence,raw_archive_compress_candidate,1136837,1.084,2026-07-04T03:38:01+00:00,34e5af0cabf248a6e7f784bbb49ed3a5360a14373503ed5379e8e2c0bff6efb7,1,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/3044_TW_2024_3044_20250529F04.pdf,dynamic_pool1_mops_document_extraction_v1_20260704__raw_source,0.92,0.997,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/3044_TW_2024_3044_20250529F04.pdf,true,false
radar_dynamic_pool1_mops_document_extraction_v1_20260704,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/3189_TW_2024_3189_20250528F04.pdf,raw_source,diagnostic_only_evidence,raw_archive_compress_candidate,4576672,4.365,2026-07-04T03:38:10+00:00,0a6d7f909bf6af7ef67f1407ad201826a15d26744989d77f7bfbe1d622f49ae4,1,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/3189_TW_2024_3189_20250528F04.pdf,dynamic_pool1_mops_document_extraction_v1_20260704__raw_source,0.92,4.015,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/3189_TW_2024_3189_20250528F04.pdf,true,false
radar_dynamic_pool1_mops_document_extraction_v1_20260704,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/3324_TW_2024_3324_20250516F04.pdf,raw_source,diagnostic_only_evidence,raw_archive_compress_candidate,1578935,1.506,2026-07-04T03:38:31+00:00,afba033b71135b7d3f720db24efda6ece253d1c1609cf711d0310cb822c6fc64,1,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/3324_TW_2024_3324_20250516F04.pdf,dynamic_pool1_mops_document_extraction_v1_20260704__raw_source,0.92,1.385,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/3324_TW_2024_3324_20250516F04.pdf,true,false
radar_dynamic_pool1_mops_document_extraction_v1_20260704,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/3443_TW_2024_3443_20250515F04.pdf,raw_source,diagnostic_only_evidence,raw_archive_compress_candidate,2906714,2.772,2026-07-04T03:38:51+00:00,4f9f4f5718525e507a12de2f8ca7be22141f83b5adaa93698fd62d1d4b9a9883,1,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/3443_TW_2024_3443_20250515F04.pdf,dynamic_pool1_mops_document_extraction_v1_20260704__raw_source,0.92,2.55,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/3443_TW_2024_3443_20250515F04.pdf,true,false
radar_dynamic_pool1_mops_document_extraction_v1_20260704,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/3533_TW_2024_3533_20250613F04.pdf,raw_source,diagnostic_only_evidence,raw_archive_compress_candidate,1442161,1.375,2026-07-04T03:38:58+00:00,39ac8ba7be7e30373b8f631cf7e0b666a8760799f775604c5c87c0b02eaa6673,1,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/3533_TW_2024_3533_20250613F04.pdf,dynamic_pool1_mops_document_extraction_v1_20260704__raw_source,0.92,1.265,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/3533_TW_2024_3533_20250613F04.pdf,true,false
radar_dynamic_pool1_mops_document_extraction_v1_20260704,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/3665_TW_2024_3665_20250529F04.pdf,raw_source,diagnostic_only_evidence,raw_archive_compress_candidate,3415646,3.257,2026-07-04T03:39:09+00:00,42c43ad09c05ce9e5eed7f5145c432ca82239afe7411165fc49e09441a075141,1,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/3665_TW_2024_3665_20250529F04.pdf,dynamic_pool1_mops_document_extraction_v1_20260704__raw_source,0.92,2.997,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/3665_TW_2024_3665_20250529F04.pdf,true,false
radar_dynamic_pool1_mops_document_extraction_v1_20260704,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/6213_TW_2024_6213_20250526F04.pdf,raw_source,diagnostic_only_evidence,raw_archive_compress_candidate,3981567,3.797,2026-07-04T03:39:24+00:00,7635ea30b625bb4658259f1193e5bbe78a3eae5299069d758d929fc3659ca229,1,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/6213_TW_2024_6213_20250526F04.pdf,dynamic_pool1_mops_document_extraction_v1_20260704__raw_source,0.92,3.493,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/6213_TW_2024_6213_20250526F04.pdf,true,false
radar_dynamic_pool1_mops_document_extraction_v1_20260704,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/6285_TW_2024_6285_20250516F04.pdf,raw_source,diagnostic_only_evidence,raw_archive_compress_candidate,3190094,3.042,2026-07-04T03:39:33+00:00,610fc6e063ace4890a0f6f2d9530fca964f0a9f9db5b561a82c36d20da53163a,1,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/6285_TW_2024_6285_20250516F04.pdf,dynamic_pool1_mops_document_extraction_v1_20260704__raw_source,0.92,2.799,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/6285_TW_2024_6285_20250516F04.pdf,true,false
radar_dynamic_pool1_mops_document_extraction_v1_20260704,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/6412_TW_2024_6412_20250526F04.pdf,raw_source,diagnostic_only_evidence,raw_archive_compress_candidate,2404130,2.293,2026-07-04T03:39:46+00:00,cdbaea57f833f87f8d806e2ce026e631368125a5f3f8659b71180db65cc1512f,1,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/6412_TW_2024_6412_20250526F04.pdf,dynamic_pool1_mops_document_extraction_v1_20260704__raw_source,0.92,2.109,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/6412_TW_2024_6412_20250526F04.pdf,true,false
radar_dynamic_pool1_mops_document_extraction_v1_20260704,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/6442_TW_2024_6442_20250528F04.pdf,raw_source,diagnostic_only_evidence,raw_archive_compress_candidate,3648171,3.479,2026-07-04T03:40:06+00:00,6e90d9d6167044a375e804c3e95a55f3b2ba0d4cb6108d41f34e157c73d83a58,1,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/6442_TW_2024_6442_20250528F04.pdf,dynamic_pool1_mops_document_extraction_v1_20260704__raw_source,0.92,3.201,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/6442_TW_2024_6442_20250528F04.pdf,true,false
radar_dynamic_pool1_mops_document_extraction_v1_20260704,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/6488_TWO_2024_6488_20250526F04.pdf,raw_source,diagnostic_only_evidence,raw_archive_compress_candidate,1377534,1.314,2026-07-04T03:40:19+00:00,565d1fe283cffa68836eb782cc57efb1f889f26a961161f1c558f50f922628e1,1,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/6488_TWO_2024_6488_20250526F04.pdf,dynamic_pool1_mops_document_extraction_v1_20260704__raw_source,0.92,1.209,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/6488_TWO_2024_6488_20250526F04.pdf,true,false
radar_dynamic_pool1_mops_document_extraction_v1_20260704,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/6669_TW_2024_6669_20250529F04.pdf,raw_source,diagnostic_only_evidence,raw_archive_compress_candidate,2293563,2.187,2026-07-04T03:40:32+00:00,75b45f1072705c7804ef2e3e5716632557187f09fac03e12323a020cbfd9df86,1,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/6669_TW_2024_6669_20250529F04.pdf,dynamic_pool1_mops_document_extraction_v1_20260704__raw_source,0.92,2.012,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/6669_TW_2024_6669_20250529F04.pdf,true,false
radar_dynamic_pool1_mops_document_extraction_v1_20260704,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/8046_TW_2024_8046_20250527F04.pdf,raw_source,diagnostic_only_evidence,raw_archive_compress_candidate,2251657,2.147,2026-07-04T03:40:43+00:00,9696bbc642246ef3268a1c589898a9fc032a622ed6fcbf6463c0d3a64a27950d,1,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/8046_TW_2024_8046_20250527F04.pdf,dynamic_pool1_mops_document_extraction_v1_20260704__raw_source,0.92,1.976,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/8046_TW_2024_8046_20250527F04.pdf,true,false
radar_dynamic_pool1_mops_document_extraction_v1_20260704,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/8210_TW_2024_8210_20250529F04.pdf,raw_source,diagnostic_only_evidence,raw_archive_compress_candidate,8317271,7.932,2026-07-04T03:40:59+00:00,e59d292bf1ade334b5025c641a0fbb16d8ef67767212c9293b470736313cf5b6,1,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/8210_TW_2024_8210_20250529F04.pdf,dynamic_pool1_mops_document_extraction_v1_20260704__raw_source,0.92,7.297,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/8210_TW_2024_8210_20250529F04.pdf,true,false
radar_dynamic_pool1_mops_document_extraction_v1_20260704,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/8299_TWO_2024_8299_20250527F04.pdf,raw_source,diagnostic_only_evidence,raw_archive_compress_candidate,5134310,4.896,2026-07-04T03:41:18+00:00,b8c475ea4bfefbcad310bca54a04c762aeaa21db3d93c1a1c20054f7b93dc633,1,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/8299_TWO_2024_8299_20250527F04.pdf,dynamic_pool1_mops_document_extraction_v1_20260704__raw_source,0.92,4.505,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/8299_TWO_2024_8299_20250527F04.pdf,true,false
radar_dynamic_pool1_mops_mainline_evidence_ledger_20260704,outputs/radar_dynamic_pool1_mops_mainline_evidence_ledger_20260704/raw_sources/openapi_twse_com_tw_v1_opendata_t187ap46_L_13.json,raw_source,diagnostic_only_evidence,raw_archive_compress_candidate,223583,0.213,2026-07-04T03:21:30+00:00,a931beac52e98b8d4a214dd5473cebd2cc4be56087f1510ed0a6e1415ae2c727,1,outputs/radar_dynamic_pool1_mops_mainline_evidence_ledger_20260704/raw_sources/openapi_twse_com_tw_v1_opendata_t187ap46_L_13.json,dynamic_pool1_mops_mainline_evidence_ledger_20260704__raw_source,0.35,0.075,outputs/radar_dynamic_pool1_mops_mainline_evidence_ledger_20260704/raw_sources/openapi_twse_com_tw_v1_opendata_t187ap46_L_13.json,true,false
radar_dynamic_pool1_mops_mainline_evidence_ledger_20260704,outputs/radar_dynamic_pool1_mops_mainline_evidence_ledger_20260704/raw_sources/openapi_twse_com_tw_v1_opendata_t187ap46_L_14.json,raw_source,diagnostic_only_evidence,raw_archive_compress_candidate,206049,0.197,2026-07-04T03:21:30+00:00,54931a19ec086053700390834f36310e484e9eceaadb9ca86897c0cf2a46dedc,1,outputs/radar_dynamic_pool1_mops_mainline_evidence_ledger_20260704/raw_sources/openapi_twse_com_tw_v1_opendata_t187ap46_L_14.json,dynamic_pool1_mops_mainline_evidence_ledger_20260704__raw_source,0.35,0.069,outputs/radar_dynamic_pool1_mops_mainline_evidence_ledger_20260704/raw_sources/openapi_twse_com_tw_v1_opendata_t187ap46_L_14.json,true,false
radar_dynamic_pool1_mops_mainline_evidence_ledger_20260704,outputs/radar_dynamic_pool1_mops_mainline_evidence_ledger_20260704/raw_sources/openapi_twse_com_tw_v1_opendata_t187ap46_L_19.json,raw_source,diagnostic_only_evidence,raw_archive_compress_candidate,583420,0.556,2026-07-04T03:21:30+00:00,b442a1f6baf37b7ca6d77a7044b52895d0abfdb93173f030f950680188bbd736,1,outputs/radar_dynamic_pool1_mops_mainline_evidence_ledger_20260704/raw_sources/openapi_twse_com_tw_v1_opendata_t187ap46_L_19.json,dynamic_pool1_mops_mainline_evidence_ledger_20260704__raw_source,0.35,0.195,outputs/radar_dynamic_pool1_mops_mainline_evidence_ledger_20260704/raw_sources/openapi_twse_com_tw_v1_opendata_t187ap46_L_19.json,true,false
radar_dynamic_pool1_mops_mainline_evidence_ledger_20260704,outputs/radar_dynamic_pool1_mops_mainline_evidence_ledger_20260704/raw_sources/www_tpex_org_tw_openapi_v1_mopsfin_t187ap46_O_13.json,raw_source,diagnostic_only_evidence,raw_archive_compress_candidate,24383,0.023,2026-07-04T03:16:55+00:00,dc9f98d34db502c1ced29e76a6b6e0007c6b1ea30fcc7dadc7a972ea7cf153f4,1,outputs/radar_dynamic_pool1_mops_mainline_evidence_ledger_20260704/raw_sources/www_tpex_org_tw_openapi_v1_mopsfin_t187ap46_O_13.json,dynamic_pool1_mops_mainline_evidence_ledger_20260704__raw_source,0.35,0.008,outputs/radar_dynamic_pool1_mops_mainline_evidence_ledger_20260704/raw_sources/www_tpex_org_tw_openapi_v1_mopsfin_t187ap46_O_13.json,true,false
radar_dynamic_pool1_mops_mainline_evidence_ledger_20260704,outputs/radar_dynamic_pool1_mops_mainline_evidence_ledger_20260704/raw_sources/www_tpex_org_tw_openapi_v1_mopsfin_t187ap46_O_14.json,raw_source,diagnostic_only_evidence,raw_archive_compress_candidate,24383,0.023,2026-07-04T03:16:55+00:00,f29ecefd0a40e5fab4a762b33859accc594c3855581c5b3a82e620b2575114e7,1,outputs/radar_dynamic_pool1_mops_mainline_evidence_ledger_20260704/raw_sources/www_tpex_org_tw_openapi_v1_mopsfin_t187ap46_O_14.json,dynamic_pool1_mops_mainline_evidence_ledger_20260704__raw_source,0.35,0.008,outputs/radar_dynamic_pool1_mops_mainline_evidence_ledger_20260704/raw_sources/www_tpex_org_tw_openapi_v1_mopsfin_t187ap46_O_14.json,true,false
radar_dynamic_pool1_mops_mainline_evidence_ledger_20260704,outputs/radar_dynamic_pool1_mops_mainline_evidence_ledger_20260704/raw_sources/www_tpex_org_tw_openapi_v1_mopsfin_t187ap46_O_19.json,raw_source,diagnostic_only_evidence,raw_archive_compress_candidate,24383,0.023,2026-07-04T03:16:55+00:00,4cb487621cfe61470477aa6713c5217c15bc56ffb66339f965a5510bd116067f,1,outputs/radar_dynamic_pool1_mops_mainline_evidence_ledger_20260704/raw_sources/www_tpex_org_tw_openapi_v1_mopsfin_t187ap46_O_19.json,dynamic_pool1_mops_mainline_evidence_ledger_20260704__raw_source,0.35,0.008,outputs/radar_dynamic_pool1_mops_mainline_evidence_ledger_20260704/raw_sources/www_tpex_org_tw_openapi_v1_mopsfin_t187ap46_O_19.json,true,false
radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703,outputs/radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703/raw_sources/mops_asset_t163sb04.js,raw_source,proxy_partial_or_blocked_evidence,raw_archive_compress_candidate,4083,0.004,2026-07-03T10:17:21+00:00,5e2b745571a43eed9fd19f3301fc7fdf94916b86a525a21a09c67ad80cf8a9a1,1,outputs/radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703/raw_sources/mops_asset_t163sb04.js,dynamic_pool1_quarterly_fundamentals_route_unlock_20260703__raw_source,0.6,0.002,outputs/radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703/raw_sources/mops_asset_t163sb04.js,true,false
radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703,outputs/radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703/raw_sources/mops_asset_t163sb05.js,raw_source,proxy_partial_or_blocked_evidence,raw_archive_compress_candidate,4088,0.004,2026-07-03T10:17:21+00:00,f13bc05dc046c7b0e40569e65abc7e8ad392f2bc601312aefa53889ad955e5a7,1,outputs/radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703/raw_sources/mops_asset_t163sb05.js,dynamic_pool1_quarterly_fundamentals_route_unlock_20260703__raw_source,0.6,0.002,outputs/radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703/raw_sources/mops_asset_t163sb05.js,true,false
radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703,outputs/radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703/raw_sources/mops_asset_t163sb06.js,raw_source,proxy_partial_or_blocked_evidence,raw_archive_compress_candidate,4095,0.004,2026-07-03T10:17:21+00:00,bb67c7e51108f8e281d664ff76a8f69e1fb35f0bb11e2000c47f21decc13526d,1,outputs/radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703/raw_sources/mops_asset_t163sb06.js,dynamic_pool1_quarterly_fundamentals_route_unlock_20260703__raw_source,0.6,0.002,outputs/radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703/raw_sources/mops_asset_t163sb06.js,true,false
