ticker,company_name,ai_subtheme,theme_label,evidence_category,keyword_or_topic,source,source_doc_type,source_date,effective_date,confidence_level,accepted_for_diagnostic,accepted_for_formal,human_review_required,formal_exact,source_excerpt
3443,創意,ai_server_hardware,server hardware,mops_annual_report_pdf_text_keyword_evidence,伺服器,https://doc.twse.com.tw/pdf/2024_3443_20250515F04_20260704_113851.pdf,MOPS annual report PDF,2025-05-15,2025-05-15,medium,True,False,True,False,"• 創意電子已成功於一一二年第一季完成3奈米的HBM3E 9.4G (PHY & Controller) IP 設計定案，支援台 也購置新廠房用以擴充研發所需的伺服器等硬體設備，目標是維持技術領先地位，並持續贏得客戶的信任，以 積電CoWoS-S與CoWoS-R封裝，於一一三第一季完成矽驗證，並已獲得數個客戶採用 追求長期營收與獲利的成長。 • 創意電子結合台積電 InFO/CoWoS 封裝技術, 將第三代5奈米晶片互聯IP ""GLink 2.3"" 成功移植至3奈 米，已於一一三年第一季完成矽驗證，可提供客戶完整的多晶片互聯解決方案。本方案已獲得數個客戶採用。 （二）營業收入及獲利能力分析 • 創意電子結合台積電 CoWoS-R 封裝技術，推出UCIe/32G 3奈米晶片"
3533,嘉澤,ai_server_hardware,AI server,mops_annual_report_pdf_text_keyword_evidence,AI伺服器,https://doc.twse.com.tw/pdf/2024_3533_20250613F04_20260704_113858.pdf,MOPS annual report PDF,2025-06-13,2025-06-13,medium,True,False,True,False,介面的日趨普及將逐步帶動電 子產品的更替潮，例如蘋果(Apple)新款智慧型手機 iPhone15 已將接口由 Lightning 轉換為 Type-C。此外，AI伺服器所搭載的GPU將需要更高效能的CPU支援，將驅動CPU的升級需求， 故預期在Intel(EagleStream)及AMD(Genoa)新伺服器平台滲透率能出現較顯著之拉升下，CPU插 槽及AI應用高速連接器(線)的升級換代需求將進一步增加。 在產業發展趨勢方面，以往各連接器大廠大多根據智慧型手機、NB、PAD 連 接器市場 作開發為主，現隨這類市場飽和，許多連接器公司 轉往開發其他電子產品市場。近幾年， 連接器公司都加強在 AIServer、8 電動車、5G 基礎建設及智慧電網大電流連接器等領域佈 局。 
3665,貿聯-KY,ai_server_hardware,server hardware,mops_annual_report_pdf_text_keyword_evidence,伺服器,https://doc.twse.com.tw/pdf/2024_3665_20250529F04_20260704_113909.pdf,MOPS annual report PDF,2025-05-29,2025-05-29,medium,True,False,True,False,線、主動式電纜 （AEC）、高速銅纜與光纜（最高達 1.6T）、PCIe 6.0、 GenZ、MCIO、環回測試模組。 資訊與數據通訊 ● 連接器：用於 AI 伺服器與機櫃的高速（OSFP、PCIe Gen5/6）及高功率（OCP ORV3）連接器。 ● 光模組：主動式光纜（AOC）、光收發模組（40G 至 400G）、及光纖元件。 ● 新型插頭：具備支援多區域規格、模組化設計、整合電磁 電器 相容性（EMC）設計、及漏電保護功能。 ● 電動化解決方案：車載（高/低壓線束、充電接口、匯流 排）與車外（可攜式充電器、J1772/NACS 充電連接器）方 車用 案。 ● 自動駕駛/智慧座艙：用於導航系統的 HSD/USB 線纜。 ● 會議室解決方案： 觸控控制器、KVM 切換
6213,聯茂,ai_server_hardware,server hardware,mops_annual_report_pdf_text_keyword_evidence,伺服器,https://doc.twse.com.tw/pdf/2024_6213_20250526F04_20260704_113925.pdf,MOPS annual report PDF,2025-05-26,2025-05-26,medium,True,False,True,False,力量。 二、 民國 114年度營業計畫概要 (一) 經營方針 1. 專注於「高階電子材料」，持續擴展應用範疇 全球高階電子材料市場需求持續成長，尤其是在 AI 伺服器、高速運算、電動車 及資料中心等領域。本公司持續強化高頻低損耗材料、高耐熱高信賴性材料以及 符合環保趨勢的電子級基板材料，並積極拓展全球市場占有率，提升與國際大廠 的合作關係，穩固競爭優勢。 2. 強化供應鏈管理，確保品質與穩定供應 供應鏈韌性已成為產業競爭力的核心。本公司將進一步強化供應鏈品質管理，包 括原物料供應商管理、製程管控、產品驗證與測試標準，確保符合國際規範與客 戶需求。同時，將導入智能化製造技術，提高生產效率並降低成本，確保市場波 動下的穩定供應，提升整體競爭力。 3. 掌握市場成長機遇，加速技
6285,啟碁,ai_server_hardware,server hardware,mops_annual_report_pdf_text_keyword_evidence,伺服器,https://doc.twse.com.tw/pdf/2024_6285_20250516F04_20260704_113934.pdf,MOPS annual report PDF,2025-05-16,2025-05-16,medium,True,False,True,False,成系統 4. 計劃開發之新商品 類別 項目  非同步衛星寬頻傳輸設備 微波通訊系列產品  5G高功率天線單元  5G O-RAN L2/L3軟體與邊緣運算伺服器  雲端Wi-Fi AP管理軟體  微型基地台射頻單元  5G O-RAN L2/L3軟體  5G O-RAN網路切片技術  5G高功率射頻單元  5G專網解決方案 移動與家用之通訊系列產品  室外微型基站  物聯網AI影像感應器  寬頻閘道器加值軟體服務  智慧居家照護無線感測技術  Wi-Fi與紅外線感測融合  同軸電纜網路調節器  Wi-Fi 7家用閘道器  低軌道衛星使用者終端裝置天線  4D車用雷達天線  Sub-6 大規模多輸入多輸出 (MIMO) 天線陣列  重
6412,群電,ai_server_hardware,AI server,mops_annual_report_pdf_text_keyword_evidence,AI伺服器,https://doc.twse.com.tw/pdf/2024_6412_20250526F04_20260704_113946.pdf,MOPS annual report PDF,2025-05-26,2025-05-26,medium,True,False,True,False,雙輸入 ATS CRPS 標 準 電 源 模 組 ， 以 及 符 合 OCP (Open Compute Project) 規 範 3000W/5500W 高階AI伺服器及超大型雲端資料中心(N+M )冗餘電源系統。 (C) 伺服器電源：符合 OCP (Open Compute Project) MHS-CRPS：60mm 和 73.5mm 兩種不同寬度之標準外型大小，包含 800W，1100W，1500W 及 2400W，3200W等機種，滿足DSSI， SPDM，Security Boot等新資安功能設 計需求。 H. 雷射印表機電源：提供雷射印表機的電源及雷射引擎的驅動器，包括 110W 至 400W 電源模組等。 I. 噴墨印表機電源：提供 10W 至60W 的內
6442,光聖,ai_supply_chain,AI / AI demand,mops_annual_report_pdf_text_keyword_evidence,AI,https://doc.twse.com.tw/pdf/2024_6442_20250528F04_20260704_114006.pdf,MOPS annual report PDF,2025-05-28,2025-05-28,medium,True,False,True,False,)(02)2808-6333#8668 (cid:4253)(cid:33) (cid:4169)(cid:506)(02)2808-6333#8660 E-mail(cid:506)allen.chuang@ezconn.com E-mail(cid:506)emma.ding@ezconn.com (cid:914)(cid:501)(cid:5492)(cid:998)(cid:1113)(cid:1015)(cid:960)(cid:4727)(cid:976)(cid:1254)(cid:1439)(cid:501)(cid:4253)(cid:4169) (cid:5492) (cid:998) (cid:1113)(cid:506) (cid:3941)(c
6488O,環球晶,ai_server_hardware,server hardware,mops_annual_report_pdf_text_keyword_evidence,伺服器,https://doc.twse.com.tw/pdf/2024_6488_20250526F04_20260704_114020.pdf,MOPS annual report PDF,2025-05-26,2025-05-26,medium,True,False,True,False,e 等高階產品滲透率持續提升，以及新一代 HBM4 預計於 2025 下半年問世所帶 動。非記憶體領域則可望成長 13%，主要受惠於採用先進製程晶片，如 AI 伺服器、高 階手機晶片等需求暢旺，成熟製程晶片市場也將在消費電子市場回溫激勵下預期有正面 表現。 在AI需求的推動下，先進製程需求持續強勁，晶圓代工廠加速擴產。IDC 預計，2025 年晶圓製造產能將年增 7%，其中先進製程產能將以 12%的年增幅擴張，並預計平均產 能利用率將穩定維持在 90%以上的水平；成熟與主流製程應用廣泛，涵蓋消費性電子、 車用及工控等領域。展望 2025 年，IDC 預期在消費電子需求回溫的帶動下，加上車用 與工控領域出現零星庫存回補動能，整體市場需求將持續復甦。200mm 晶圓廠的平均 
6669,緯穎,ai_server_hardware,AI server,mops_annual_report_pdf_text_keyword_evidence,AI伺服器,https://doc.twse.com.tw/pdf/2024_6669_20250529F04_20260704_114032.pdf,MOPS annual report PDF,2025-05-29,2025-05-29,medium,True,False,True,False,開發成功之技術或產品(最近年度及截至年報刊印日止)： 時間 研發成果 內容說明 SV8000A2 SV8000A2是一款符合OCP Grand Teton規格的AI伺服器，其 AI伺服器 搭載NVIDIA的8 顆H100 GPU基板與2顆AMD EPYC Genoa CPU使得 SV8000A2在人工智慧訓練的應用上達到無與比的效 能。除高效的 CPU 與 GPU 之外，高速的網路連結與豐富的儲 存容量對於大型語言模型等生成式 AI 的運用也是重點項目。 112年 SV8000A2 對於這類的應用，可輕易搭配 8 張高達 400GbE 的 高速網路卡以及 16 個大容量的 E1.S SSD，將多台 SV8000A2 給合成一個大型的AI Super POD，所以是個最適合
8046,南電,ai_server_hardware,server hardware,mops_annual_report_pdf_text_keyword_evidence,伺服器,https://doc.twse.com.tw/pdf/2024_8046_20250527F04_20260704_114044.pdf,MOPS annual report PDF,2025-05-27,2025-05-27,medium,True,False,True,False,導體禁制令從管制高階技術、設備及 晶片出口，延伸到成熟產品，半導體業者面臨更嚴峻的挑戰。 大型雲端服務業者持續投入生成式人工智慧(AI)，將資源集中 在 AI 伺服器，導致網通設備升級計畫放緩，進而影響網通產品的 庫存去化速度；此外，因 AI 個人電腦(PC)及手機的 AI 功能尚未 成熟，邊緣運算產品銷售表現不如預期，加上消費性電子市場需求 疲弱，電路板廠商之間的價格競爭依然激烈。 本公司專注於高階 IC 載板市場，與客戶密切合作，推出 新一世代高階伺服器和交換器應用載板等高附加價值產品，以降低 消費性電子需求減弱的影響；另一方面，我們持續提升生產廠智能化 生產程度，並推動數位優化，提高良率與效率，為未來市場回溫及 爭取更多高階產品訂單做好準備。 二、114 年度營運計
8210,勤誠,ai_server_hardware,AI server,mops_annual_report_pdf_text_keyword_evidence,AI伺服器,https://doc.twse.com.tw/pdf/2024_8210_20250529F04_20260704_114058.pdf,MOPS annual report PDF,2025-05-29,2025-05-29,medium,True,False,True,False,GPT）進一步推動多GPU伺服器需求，使NVIDIA H100、B200 等高階GPU成為市場主流。FPGA與ASIC加速卡也在推論伺服器領域嶄露頭角，預期成為AI伺服器 市場的新成長支柱。 然而，儘管AI伺服器需求持續強勁，伺服器市場仍面臨多重挑戰。根據DIGITIMES Research的報 告，保守預估2024至2029年全球伺服器出貨量的年均複合成長率（CAGR）僅為4%。2025年，由 於全球經濟環境的不確定性，包括美國新任總統川普（Donald Trump）可能推行的關稅政策以及中美 地緣政治緊張，伺服器市場的復甦可能受到壓抑，全年出貨增長率預計僅達3.9%。此外，生成式AI的 快速普及雖然帶來了新的機遇，但也加劇了產能壓力，特別是在高階AI伺服器需求方面。生
8299O,群聯,ai_server_hardware,server hardware,mops_annual_report_pdf_text_keyword_evidence,伺服器,https://doc.twse.com.tw/pdf/2024_8299_20250527F04_20260704_114119.pdf,MOPS annual report PDF,2025-05-27,2025-05-27,medium,True,False,True,False,.. 103 壹壹、、 致致股股東東報報告告書書 謹致各位股東女士/先生： 在民國一一三年度，NAND儲存產業面臨挑戰，但也伴隨著新的機會。隨著AI人工 智慧、伺服器和邊緣運算的快速發展，市場對高速、高效能儲存解決方案的需求持續增 長。群聯憑藉技術實力與靈活的市場策略，成功應對市場變化，展現穩定的營運表現。 民國一一三年上半年，NAND儲存市場需求回溫，系統客戶積極推出新產品搶市。 群聯受益於多元市場布局，包括零售儲存市場、電競遊戲機、工控系統、車載應用與伺 服器領域，取得顯著營運成果。特別是在PC OEM、Mobile OEM、企業級SSD等NAND 儲存控制晶片與儲存方案的技術優勢下，公司的營收貢獻中超過 50%的比重來自這些產 品線，顯示其市場領導地位。 進入下半年
2241,艾姆勒,cooling_thermal,thermal / cooling,cooling_power,散熱,https://openapi.twse.com.tw/v1/opendata/t187ap46_L_14,TWSE OpenAPI ESG disclosure aggregation - product quality / product category,2026-07-04,2025-12-31,medium,True,False,True,False,1150704 114 2241 艾姆勒 N/A 2 逆變器散熱模組及其零組件：1059997pcs 其他：497798pcs
2328,廣宇,pcb_ccl,PCB / printed circuit board,pcb_connector,PCB,https://openapi.twse.com.tw/v1/opendata/t187ap46_L_14,TWSE OpenAPI ESG disclosure aggregation - product quality / product category,2026-07-04,2025-12-31,medium,True,False,True,False,1150704 114 2328 廣宇 N/A 15 本公司主要產品為電子訊號線、線束、車用線束及PCB等電子零組件產品，係依據客戶需求與規格，量身訂製，並以準時交期、優良品質為服務宗旨，滿足客戶的所有需求。2025年度並無客戶機密或資訊外洩的情況，也沒有因產品責任而產生的訴訟案件。公司也已經投保產品責任保險，以規避因產品責任訴訟可能產生的相關風險。
2338,光罩,semiconductor,semiconductor,semiconductor_materials,半導體,https://openapi.twse.com.tw/v1/opendata/t187ap46_L_14,TWSE OpenAPI ESG disclosure aggregation - product quality / product category,2026-07-04,2025-12-31,low,True,False,True,False,1150704 114 2338 光罩 N/A N/A 半導體~光罩
2357,華碩,ai_supply_chain,AI / AIoT / AI demand,old_ai_server,AI,https://openapi.twse.com.tw/v1/opendata/t187ap46_L_14,TWSE OpenAPI ESG disclosure aggregation - product quality / product category,2026-07-04,2025-12-31,medium,True,False,True,False,分為： • 系統事業群：PC和智慧型手機 • 開放平台事業群：主機板、顯示卡、伺服器等元件產品 • AIOT事業群：Mini PC、工業電腦（IPC）& AI解決方案
2376,技嘉,ai_server_hardware,AI server / server hardware,old_ai_server,伺服器,https://openapi.twse.com.tw/v1/opendata/t187ap46_L_14,TWSE OpenAPI ESG disclosure aggregation - product quality / product category,2026-07-04,2025-12-31,medium,True,False,True,False,76 技嘉 N/A N/A 技嘉科技主要經濟活動為電腦與電腦周邊設備之銷售與客戶服務，產品類別包含：伺服器、顯示卡、主機板、其他電腦周邊零組件等，產品之產量係以銷售佔營收比之情形為指標並於年報揭露，2025年電腦組件相關產品占比為33.81%、網通產品占比為61.64%、其他產品占比為4.55%。產品銷售之最新情形，亦可參閱技嘉科技法說會公開資訊：https://www.gigabyte.com/tw/Investor/83
2421,建準,cooling_thermal,thermal / cooling,cooling,散熱,https://openapi.twse.com.tw/v1/opendata/t187ap46_L_14,TWSE OpenAPI ESG disclosure aggregation - product quality / product category,2026-07-04,2025-12-31,medium,True,False,True,False,"0704 114 2421 建準 14564.227 6 DC Fan：149,805,009 台 散熱模組：6,196,595 台 其他產品：652,804 台"
2426,鼎元,semiconductor,semiconductor,compound_semiconductor,半導體,https://openapi.twse.com.tw/v1/opendata/t187ap46_L_14,TWSE OpenAPI ESG disclosure aggregation - product quality / product category,2026-07-04,2025-12-31,low,True,False,True,False,"1150704 114 2426 鼎元 N/A N/A 化合物半導體元件產量 6,556,491 仟顆 Si 元件產量 15,850,054 仟顆及 133,390 片"
2486,一詮,cooling_thermal,thermal / cooling,cooling_components,散熱,https://openapi.twse.com.tw/v1/opendata/t187ap46_L_14,TWSE OpenAPI ESG disclosure aggregation - product quality / product category,2026-07-04,2025-12-31,medium,True,False,True,False," 2486 一詮 N/A N/A 1>導線架(LED/SMD) 20,681,253 KPCS 2>散熱元件 81,975,394 PCS 3>陶瓷電路板 769,288 PCS 4>TV背光模組 10,530,427 PCS 5>智能服務機器人 104,712 PCS 6>IC導線架 7,947,278 KPCS"
3031,佰鴻,pcb_ccl,PCB / printed circuit board,pcb_led,PCB,https://openapi.twse.com.tw/v1/opendata/t187ap46_L_14,TWSE OpenAPI ESG disclosure aggregation - product quality / product category,2026-07-04,2025-12-31,medium,True,False,True,False,1150704 114 3031 佰鴻 250.065 5 元件: 108.980t; PCBA組件: 135.114t; 照明: 2.613t; 晶粒: 0.007t; PCB: 3.352t
3035,智原,semiconductor_materials,wafer,pool1b_ic_design,晶圓,https://openapi.twse.com.tw/v1/opendata/t187ap46_L_14,TWSE OpenAPI ESG disclosure aggregation - product quality / product category,2026-07-04,2025-12-31,medium,True,False,True,False,"1150704 114 3035 智原 24.380 19 ASIC產品：33,304(仟顆) 晶圓產品：22,522(片) 委託設計：150(個)"
3037,欣興,ai_supply_chain,AI / AIoT / AI demand,pool1b_pcb_substrate,AI,https://openapi.twse.com.tw/v1/opendata/t187ap46_L_19,TWSE OpenAPI ESG disclosure aggregation - risk management / key materials,2026-07-04,2025-12-31,medium,True,False,True,False,營運中斷衝擊。輔以定期演練與檢討，持續精進運作成效。 欣興電子針對可能影響營運持續之高風險因子（例如AI需求帶動產能吃緊、供應來源集中致單一供應商依賴風險、以及特定地區政策或地緣情勢變動等），透過替代供應商導入、第二產地認證計畫及備庫計畫等多元策略分散供應風險；並就潛在供應鏈中斷情境，建置緊急應變、事件管理、營運持續與復原計畫，以降低對生產與交付之衝擊，強化供應鏈韌性。(詳見本公司114年ESG報告書2.4.2供應鏈風險管理)
3231,緯創,ai_supply_chain,AI / AIoT / AI demand,old_ai_server,AI,https://openapi.twse.com.tw/v1/opendata/t187ap46_L_19,TWSE OpenAPI ESG disclosure aggregation - risk management / key materials,2026-07-04,2025-12-31,medium,True,False,True,False,現行使用於緯創產品的冶煉/精煉廠清單， 並透過緯創 SQP ( Supplier questionnaire platform ) 供應商問卷平台，系統化執行盤查、資料蒐集與稽核；並要求供應商揭露供應來源及簽署「不使用衝突礦產宣告書」聲明。2025年第一階供應商407家已達成不使用衝突礦產宣告書簽署率100%
3583,辛耘,semicap_materials,semiconductor process equipment/materials,pool1b_semicap_materials,半導體製程,https://openapi.twse.com.tw/v1/opendata/t187ap46_L_14,TWSE OpenAPI ESG disclosure aggregation - product quality / product category,2026-07-04,2025-12-31,medium,True,False,True,False,1150704 114 3583 辛耘 773.896 1 磊晶矽晶圓=253.2157公噸 半導體製程用之週邊設備=520.68公噸
3583,辛耘,semicap_materials,semiconductor equipment,pool1b_semicap_materials,半導體設備,https://openapi.twse.com.tw/v1/opendata/t187ap46_L_19,TWSE OpenAPI ESG disclosure aggregation - risk management / key materials,2026-07-04,2025-12-31,low,True,False,True,False,ernance/RiskManagement 辛耘公司目前由審計委員會負責督導本公司之風險管理，作為半導體設備研發與製造的領先者，我們深知技術領先與穩定供應是我們的核心競爭力。面對全球半導體產業的劇烈波動與技術競逐，我們針對營運持續、智慧財產及資訊安全，建構了嚴密的風險防護網。本公司風險管理政策與程序，業於2020.12.11經董事會通過。 https://www.scientech.com.tw/zh-hant/Investor/Governance/R
3712,永崴投控,optical_communication,optical communication,optical_communication,光通訊,https://openapi.twse.com.tw/v1/opendata/t187ap46_L_14,TWSE OpenAPI ESG disclosure aggregation - product quality / product category,2026-07-04,2025-12-31,medium,True,False,True,False,"1150704 114 3712 永崴投控 N/A N/A 1.光學及光通訊元件/29,270(仟台) 2.系統及週邊商品 /1,691(仟台) 3.能源服務管理/265,686(仟度) 4.其他 /257(仟台)"
